@relation artificial_weekday.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
1,-2.5,75,12,0
1,-2.5,72.5,12,0
2,-1.5,67.5,12,1
2.5,-0.5,67.5,10,1
4.5,2,59,10,1
6,3,55,16,0
7.5,4.5,53,18,0
8,5,57,20,1
9,6,58,19,1
9,6.5,58,18.5,0
9,6,58,20,0
8.5,5.5,64,19.5,1
8,5,68.5,22,1
7.5,4.5,78.5,18,1
7,4,84,19.5,1
7,4,87,19.5,0
7,3.5,93,21,0
7.5,4.5,90,15,0
8,5,90,18,0
8,5,93,17.5,0
8,5,93,17,0
8,4,93,26,0
8,4.5,93,21.5,0
7,3,93,25,0
7.5,3.5,90,26,0
8,4,90,27,0
8,4.5,93,20.5,1
8,5,93,18,1
9,6,84.5,18,1
9,7.5,82,8.5,0
9,8,82,7,0
10,9.5,79,5.5,0
9.5,7.5,82,15.5,0
8.5,5.5,87,19.5,0
9,6,82,18.5,0
8,5,84.5,19,1
8,5,82,17,1
8,5,82,16,1
7,4.5,87,14,1
7,5,84,13,0
7,4.5,81,14,0
7,4.5,81,12,0
6,3.5,93,12,0
6,4,93,9,0
6,4,93,7,0
6,4.5,90,6.5,0
6,4,90,8,0
6,4.5,90,6.5,0
6,4.5,93,6.5,0
6,4,93,7,0
6,4,93,9,1
6,4,93,9,1
6,3.5,93,12,1
7,5.5,87,10,0
8,6.5,79,8,0
8,6,76,10,1
9,7.5,71,10,1
9,7.5,71,9,0
9,8,71,8,1
9,8,66,7.5,1
9,8.5,68.5,5,1
8,6.5,73.5,9.5,1
6.5,4.5,78.5,11,1
6,5,81,6,0
5.5,5.5,84,4,0
5,5,87,2,0
4,4,87,0,0
4,3.5,87,5,0
3.5,3.5,90,2,0
2,1,93,3,0
2.5,2,96.5,3,0
1,0,93,5,0
1,0,100,5,0
1,1,100,2,0
0.5,-0.5,100,5,1
1.5,0.5,93,3,1
4.5,4,90.5,3,1
7,6,76,6.5,1
7.5,5.5,73.5,12,1
9,7.5,66,11,1
9.5,8,64,9,0
10,9,60,9,0
10,8.5,62,11,0
9.5,7.5,64,12,1
8,6,71,13,1
6.5,4,78.5,13,1
6,4,78.5,9,1
6,4,81,7,0
4,1,93,11,0
4,2,93,8,0
4,3,93,5.5,0
5.5,3.5,84,10,0
6,3,81,13,0
6,3,81,15,0
6,3,81,16,0
6,3,78.5,16,0
5,2,81,14,0
5.5,2.5,78.5,15,0
5.5,1.5,76,22,1
5,1,76,22,1
6,2,71,26,1
6.5,2.5,73.5,26,1
7.5,3.5,64,26,0
8.5,4.5,53.5,29,1
9,5,46,30.5,1
10,6,40,33,1
10,6,37,32,1
8.5,4.5,48,34,1
8,4,55,30.5,1
7,3.5,63.5,22,1
6,2,71,21,1
6,3,73.5,18,0
6,3,76,14,0
6,3.5,76,11,0
5,3.5,81,7.5,0
4,3.5,81,5,0
4.5,4.5,84,4,0
4,3,87,6,0
3,2.5,90,5,0
3,1,87,7,0
3,2.5,90,5,0
4.5,4.5,87,2,0
6,3.5,87,11,1
6,3,90,15,1
6,4,93,11,1
7,4,87,17,1
8,5.5,82,14,0
8,5,82,15,1
9,6,76,18,1
9,6.5,76,16,1
8.5,5.5,79,17,1
8,5,82,15,1
8,5,82,17,1
8,5,82,19.5,1
8,5,82,18,1
7,4,87,19,1
7,4,87,17,0
7,4.5,87,16,0
7,4,87,15,0
7,4,87,15,0
7,4,90,16,0
7,4,93,16,0
7,4.5,93,14,0
7,4,93,17,0
8,5,87,15,0
7,4,84,17,0
7,3.5,81,21.5,1
7,3,76,23,1
8,4,71,25,1
8,4.5,66.5,25,1
8,4,62,27,0
8.5,4.5,57.5,30.5,1
8,4,53,28,1
9,5,54,30.5,1
8.5,4.5,58,34,1
7,2,63.5,35,1
7,3,61,26.5,1
7,3,63.5,23,1
7,3,66,25,1
7,3.5,71,19.5,1
7,4,73.5,19.5,0
6,3,81,15,0
5,2,87,12,0
4,2,90,8,0
4,2.5,87,6.5,0
3.5,1.5,90,7,0
3,1,93,7,0
3,2,90,5.5,0
3,1.5,90,6.5,0
2.5,0,90,9,0
3.5,0.5,90,10,1
5.5,2.5,84,12,1
7.5,4.5,73.5,17,1
8.5,5.5,60,18.5,1
10,7,50,23,1
10,7,48.5,22,1
10.5,9,43.5,21,1
11,11,44,19.5,1
10.5,9.5,45.5,15,1
10,8,47,17,1
8.5,6.5,51.5,14,1
7.5,5,61.5,14,1
6,3,66,14,1
6,4,68.5,7,1
6,4,73.5,8,0
5,4,81,5.5,0
5,4.5,81,5,0
4.5,3.5,84,6,0
4,2,87,7,0
4,1.5,87,9,0
3,0,90,11,0
3,0,87,11,0
3,0,81,13,0
3,0,87,9,0
3.5,3,87,5,1
4,3,90,5.5,1
5,2,87,12,1
6,3,78.5,15,0
6,3,81,13,0
7,4.5,76,14,1
7,4,81,16,1
8,5,76,15,1
8,5.5,76,14,1
8,5.5,76,15,1
7.5,4.5,78.5,16,1
7,4.5,81,14,1
7,4.5,81,13,1
7,4,78.5,17,0
7,4,76,18,0
7,4,73.5,16,0
6.5,4,76,12,0
8,7,82,6,0
8,7.5,82,5.5,0
7.5,6.5,84.5,6,0
7,6,87,6,0
7,6.5,84,5,0
7,6,87,6,0
7,6,87,6,0
8.5,7,79,9,1
9,8,76,9,1
10,9,69,9,1
11,11,58,13,1
11,11,54,16,1
11.5,11.5,52.5,17,1
11,11,54,19,1
11,11,54,19.5,1
11,11,54,20,1
10,7.5,58,20.5,1
9.5,6.5,58,18.5,1
9.5,7.5,56,15,1
9,7.5,60,10,1
9,8,62,7,1
8,7,66,7,0
7.5,7,71,5,0
6.5,6,73.5,5,0
5.5,5.5,78.5,4,0
5.5,5.5,84,0,0
5,4.5,84,3,0
4.5,3.5,87,6,0
4,3,87,6,0
4,2.5,87,6.5,0
4,3,87,6,0
5.5,4.5,78.5,6,1
6.5,6.5,76,2,1
8.5,8,66,3,1
10.5,10.5,56,6.5,1
11.5,11.5,48.5,6,1
12,12,47,9,1
13,13,44,4,1
13,13,44,5,1
13,13,42.5,6,1
13,13,42.5,8,1
12,12,51,12,1
11.5,11.5,50.5,8,1
10,10,58,6,1
9,8,62,6.5,1
9,8,66,7.5,0
9,8,66,8,0
8.5,7,68.5,9,0
8,7,76,6.5,0
8,8,76,4,0
7.5,7.5,78.5,4,0
7,7,81,4,0
7,6,81,6,0
7,7,81,2,0
7,7,81,4,0
7.5,7,78.5,5,1
8,7,76,7,1
8.5,8,68.5,5,1
9.5,9,64,5,1
10,9,60,8,1
10,10,58,6,1
10,9.5,58,5.5,1
10,9.5,58,6.5,1
10,10,56,5,1
10,8.5,58,10,1
10,8,54,12,1
10,8.5,56,11,1
10,10,56,6,1
9.5,9,62,5.5,1
9,8.5,60,5.5,0
9,8,62,6.5,0
9,8,62,9,0
9,7,62,14,0
8.5,6.5,64,12,0
8,6,66,9,0
7.5,5.5,68.5,13,0
7,5,71,12,0
7,5,71,12,0
7,4.5,71,14,0
7.5,5,76,14,1
8.5,5.5,73.5,18.5,1
9.5,7,71,19.5,1
10,7.5,71,19.5,1
10.5,9.5,69,19.5,1
11,11,67,21,1
11,11,69.5,21,1
10.5,9,74,22.5,0
10,8,82,17,0
10,7,82,22,1
9,6,84.5,21.5,1
9,6,87,19.5,1
9,6,87,19.5,0
9,6,87,20,0
9,6,87,18,0
9,6.5,87,16,0
9,6,94,17,0
7,4,76,19,0
6,2,81,21,0
6,3,81,18,0
7,4,81,19,0
7,3.5,81,22,0
7,3.5,81,22,0
7,3.5,76,21,0
7,3,76,22,1
8,4,68.5,26,1
9,5,64,30,1
10,6,58,33,0
10.5,9,52,26,0
10.5,9,58,28,1
11.5,11.5,56.5,26,1
12.5,12.5,39.5,27,1
12.5,12.5,38.5,23,1
12,12,47.5,27,1
9,5.5,68.5,26.5,1
8.5,5,76.5,25,1
7,3.5,87,19.5,0
8,5.5,82,16.5,0
8,4.5,82,22,0
7.5,4.5,78.5,20,0
7,4,81,15,0
7,4,81,17,0
7,4,81,18.5,0
7,4,81,19,0
6.5,3.5,81,18,0
6,3,87,15,0
6,3,81,16,0
6,3,81,18,0
6.5,3.5,78.5,18.5,1
7.5,4.5,73.5,18.5,1
8.5,5.5,71,19,1
9.5,6.5,64,20,1
10.5,9,60,24,1
12,12,50.5,21.5,1
12.5,12.5,47,23,1
12,12,47.5,25,1
13,13,47,19,1
13,13,44,20.5,1
12.5,12.5,45.5,17,1
12,12,51,13,1
10.5,9.5,60,17,1
9.5,7.5,64,13,1
9.5,7.5,69,12,0
9,7.5,71,11,0
9,7,71,12,0
8,6.5,76,8,0
8.5,8,74,5,0
8,7,71,6,0
7,6,73.5,6.5,0
7,6.5,71,5,0
6,5,76,6,0
6,4,76,7,0
6,4,76,9,1
6.5,4.5,73.5,8,1
7,5,71,11,1
9,7,62,15,1
10,8,56,16,1
10.5,9.5,48.5,15,1
11.5,11.5,44,17,1
12,12,42.5,18,1
12,12,39.5,14,1
12,12,41,14,1
12,12,39.5,14,1
10.5,9.5,60,19.5,1
10,8,62,19,1
9,8,62,7.5,1
8,7.5,71,5.5,0
7.5,7,73.5,5,0
7,6.5,76,5,0
6.5,6.5,78.5,2,0
5.5,5.5,84,0,0
5,5,84,2,0
4.5,4.5,90,0,0
4,4,90,0,0
3.5,3,87,3,0
3,3,87,2,0
4,3,87,5.5,1
6,4,78.5,8,1
9,7.5,64.5,8,1
10.5,9.5,52,12,1
11.5,11.5,48.5,17,1
12,12,47,18,1
13,13,49,19.5,1
12.5,12.5,49,20.5,1
12.5,12.5,47,21,1
12,12,51,21,1
11,11,50.5,22,1
11,11,50,19.5,1
10.5,9.5,56,14,1
10,8,64.5,15,1
9,7,68.5,13,0
9,7,68.5,13,0
9,7,64,12,0
11,11,91,6.5,0
10.5,9.5,91,11,0
10.5,10,88,9,0
10,9,88,8,0
10,9,88,9,0
10,8.5,82,9,0
10,9.5,82,7.5,0
10,8.5,82,10,1
10,8,82,12,1
10.5,9.5,79.5,15,1
12,12,67,21,0
12.5,12.5,67.5,20.5,0
13,13,63,18,1
12,12,67,19.5,1
13,13,63,19,1
12.5,12.5,65,16,1
13,13,63,19.5,1
12,12,77,18.5,1
12,12,72,19,1
11.5,11.5,74.5,14,1
11,11,77,12,1
10.5,9.5,79.5,12,0
9.5,8.5,84.5,9,0
9,7,87,11,0
9,7,87,12,0
9,8,87,8,0
9,7,87,12,0
8.5,7.5,90,7.5,0
8.5,7.5,90,6.5,0
9,7,87,13,0
9,7,94,13,0
9,7,87,13,1
10,8,82,11,1
11.5,11.5,74.5,14,1
12,12,67,17,1
13,13,61,18,1
13.5,13.5,57,18,1
14.5,14.5,51,19.5,1
14.5,14.5,44.5,23.5,1
14.5,14.5,46.5,21,1
14.5,14.5,41.5,23,1
14,14,41,21,1
14,14,42.5,15,1
13.5,13.5,44,14,1
13,13,47,6.5,1
12.5,12.5,50.5,15.5,0
11.5,11.5,58,18,0
10.5,9.5,60,18,0
9,6,62,19.5,0
9,6,58,19.5,0
8,5,68.5,18.5,0
7,4,78.5,18,0
7.5,5,78.5,16,0
8,5,76,16,0
8,5,76,18,0
8.5,5,82,22,1
9,6,87,24,1
10,7,85,24,1
10.5,9,80,29,0
12.5,12.5,63,26,0
12.5,12.5,51,30.5,1
12.5,12.5,57,28,0
10.5,8.5,69,35,0
11.5,11.5,51,36.5,1
11.5,11.5,45.5,40.5,1
11.5,11.5,44,39,1
10.5,8.5,54,34,1
9,5,56,32,1
9,5,56,29.5,1
8,4,62,28,0
7.5,4,68.5,24,0
7,3,71,27,0
7,3,71,24,0
7,3.5,71,22,0
6,2,76,24,0
6,2,76,21,0
6,2,76,22,0
6,2,73.5,26,0
6,2,76,26,0
6.5,2.5,73.5,26,1
8,4,66,29,1
9,6,66,26,0
8.5,4.5,68.5,29,0
8,4,76,26,0
8,4.5,82,23,0
8,4.5,84.5,22,0
10,8,76,16,0
10,8.5,74,18.5,1
9,6,79,20,1
10,8,73.5,14,1
9,7,79,14,1
8.5,7.5,79,8.5,0
9,6,71,17,0
9,6.5,76,17,0
8,5.5,82,14,0
7.5,5.5,84.5,12,0
7,4.5,87,15,0
7,4,84,16,0
6,4,90,9,0
6,3.5,90,13,0
6,4,90,10,0
6.5,4.5,90,9,0
7,6,87,7,1
8,7,82,7,1
9,8,79,7,1
10,8,76,11,1
11.5,11.5,67,10,1
11.5,11.5,60,7,1
12,12,58,10,1
12,12,56,11,1
13.5,13.5,53,6.5,1
13.5,13.5,49.5,8,1
13,13,51,13,1
12.5,12.5,57,18,1
11.5,11.5,62.5,17,1
10.5,10,69,11,1
10,8,73.5,13,0
9.5,7.5,71,14,0
9,7,71,14,0
11,11,77,15,0
10,8,82,16,0
10,8,88,17,0
10,7,88,23,0
10,7,85,24,0
10,7.5,82,20.5,0
10.5,9,79.5,23,0
11,11,77,22,1
12,12,72,24,1
12,12,72,24,1
13,13,67,25,0
14,14,65,19.5,1
14,14,65,17,1
14,14,67,15,1
14,14,72,14,0
12.5,12.5,82.5,12,0
12,12,88,9,0
13,13,82,7,1
13,13,79.5,6.5,1
13,13,82,7.5,1
12.5,12.5,82,7,1
12,12,79.5,10,0
11,11,88,13,0
11,11,85,14,0
11,11,82,15,0
10,8,88,12,0
10,8,82,15,0
9,7,87,14,0
9,7.5,94,10,0
9,8,90.5,8,0
9,8,87,9,0
9,8,87,8,1
10,8,76,14,1
11.5,11.5,72,14,1
12.5,12.5,61,16,1
14.5,14.5,49.5,15,1
15.5,15.5,42,14,1
16,16,40.5,19,1
16,16,42,18.5,1
17,17,35.5,17,1
16.5,16.5,36.5,19.5,1
16,16,41,13,1
13.5,13.5,57,12,1
13,13,61,10,1
12.5,12.5,65,10,1
11,11,72,13,0
10.5,10,74,8,0
10,9.5,73.5,5.5,0
10,10,76,5,0
9,8,76,6.5,0
9,8,73.5,7,0
8,7,79,7,0
8,7.5,76,5,0
7,6.5,84,5,0
6.5,6.5,87,0,0
8,7.5,78.5,5.5,1
9.5,9,73.5,3.5,1
12,12,65,3,1
14,14,52,2,1
15,15,45,6.5,1
16,16,39,9,1
17,17,34.5,12,1
17,17,34,11,1
17,17,33,12,1
16.5,16.5,39.5,11,1
16,16,39,9,1
16,16,40.5,6.5,1
15,15,51,8,1
14,14,57,11,1
14,14,63,6,0
14,14,57,9,0
13,13,61,8,0
13,13,63,8,0
12,12,69.5,5,0
11.5,11.5,69.5,8,0
10.5,9.5,74,11,0
10,8,76,11,0
9,8,79,8,0
9,8,79,8,0
10.5,10.5,69,2,1
11.5,11.5,67.5,7,1
12.5,12.5,61,6,1
14.5,14.5,55,5.5,1
15,15,51,7.5,1
16,16,48,11,1
17,17,43.5,15,1
16.5,16.5,48.5,15,1
16,16,55.5,13,1
16.5,16.5,50.5,14,1
16,16,52,17,1
15,15,49.5,14,1
14,14,51,10,1
14,14,53,11,1
13,13,59,13,0
12,12,69.5,13,0
11,11,82,6,0
10,10,88,3,0
10,10,88,2,0
10,10,88,0,0
10,10,85,2,0
10,10,88,6,0
10,10,88,4,0
10,10,88,0,0
10,10,88,6,1
10.5,10.5,88,5.5,1
11.5,11.5,82.5,11,1
12,12,79.5,8.5,1
13,13,72,6,0
11.5,11.5,82.5,17,0
11.5,11.5,85,15,0
12,12,82,19,0
11.5,11.5,85,16.5,0
11.5,11.5,82.5,15,0
10.5,9.5,91,9,1
10,8.5,88,10,1
10,9,94,8,0
10,8,91,12,0
10,8,88,14,0
9.5,7.5,91,17,0
9.5,7.5,84.5,16,0
7.5,5.5,59,10,0
7,5,57,12,0
7,5,59,12,0
6,3,66,14,0
5.5,2.5,73.5,13,0
5,2,76,13,0
5.5,2.5,76,15,0
6.5,3.5,73.5,18,1
8,5,66,18,1
9.5,7,60,18,1
11.5,11.5,50.5,20,1
10.5,9,58,24,0
11,11,58,25,1
11,11,58,22,1
11.5,11.5,56,21.5,1
12,12,54,19.5,1
12,12,54,19.5,1
12,12,52.5,19.5,1
12,12,54,18,1
12,12,56,17,1
12,12,56,14,1
11.5,11.5,60,15,0
11,11,62,16,0
11,11,64.5,16,0
11,11,67,16,0
10.5,9.5,69,13,0
10,8,71,13,0
10,8.5,71,10,0
10,8.5,71,9,0
10,9,71,7,0
10,9,73.5,7,0
10,9,76,7,1
10.5,10,66.5,9,1
11,11,58,8,1
12,12,51,9.5,1
12.5,12.5,45.5,10,1
13,13,42.5,6.5,1
14,14,41,11,1
14,14,40,15,1
15,15,39,10,1
15,15,39,14,1
14,14,44.5,16,1
12.5,12.5,56.5,22,1
10.5,9,64.5,21,1
9.5,6.5,76.5,23,1
9,6,82,19.5,0
9,6,79,18,0
8,5.5,82,14,0
8,5,82,15,0
7,5,81,13,0
6.5,4.5,84,10,0
6,4,87,10,0
5.5,4.5,90,6,0
5,3.5,90,6.5,0
5.5,3.5,90,8,0
6.5,4.5,84,12,1
8.5,6,79,15,1
9.5,6.5,69,23,1
11,11,60,26,1
12,12,58,25,1
12,12,60.5,26,1
12,12,60.5,28,1
13,13,59,26,1
13,13,57,25,1
12,12,56,26,1
12,12,51,29,1
11,11,58,29,1
10,7,64.5,27,1
9,6,71,24,1
8,5,79,19.5,0
8,5,82,16,0
8,5.5,82,14,0
8,5.5,84.5,14,0
8,5,87,15,0
8,6,82,10,0
7,6,87,7,0
6,4,93,7,0
6.5,4.5,93,9,0
7.5,5,90,14,0
8.5,5.5,87,21.5,1
10,7,82,27,1
10.5,9,77,21,1
12.5,12.5,67,23,1
13,13,59,31,1
14,14,53,30,1
13.5,13.5,57,29,1
14.5,14.5,48,29,1
14.5,14.5,51,28,1
14,14,49.5,29,1
13,13,49,24,1
12.5,12.5,45.5,25,1
12,12,45.5,24,1
11,11,48.5,21,1
10.5,9.5,50.5,18,0
10,8,62.5,15,0
10,8,67,13,0
10,8.5,67,13,0
9,6,66,17,0
9,6,66,20,0
9,6,62,19.5,0
9,6,62,18,0
9,6.5,64,15,0
8.5,5.5,68.5,16,0
9,6,73.5,19.5,1
9,6,76,19,1
10,7,71,24,1
10.5,9,71.5,25,1
10.5,9,69,27,1
11,11,72,22,1
11,11,72,23,1
11,11,72,22,1
10.5,9,77,23,0
9.5,6.5,79,24,1
9,6,84.5,21.5,1
8,5,87,21,1
8,5,87,17,0
7.5,4.5,87,18.5,0
7,4,81,18.5,0
7,4.5,81,13,0
7,5,84,11,0
8,5,76,18.5,0
8,5,76,19,0
8,5,76,15,0
8,5,76,19,0
7,4,81,16,0
7,4,78.5,17,0
7,4,76,20,0
7.5,4.5,76,16,1
8,5,76,18,1
9.5,7,73.5,19.5,1
10,7,67,23,1
10,7,67,23,0
11,11,60,22,1
11,11,58,25,1
11.5,11.5,62.5,27,1
11,9.5,62.5,27.5,0
9.5,8.5,74.5,18.5,1
10,8,69,14,1
7,3.5,81,19.5,1
6,2.5,78.5,21,1
5,2.5,81,13,0
4,3,87,6,0
4,1.5,87,10,0
5,2.5,81,11,0
4.5,2,81,10,0
5,2,78.5,16,0
5,1,76,19,0
5,1.5,76,17,0
4,0,72.5,18,0
4,0,65,19.5,0
4,0,65,18.5,0
4.5,0.5,63,19.5,1
5.5,1.5,63.5,22,1
6,2,63.5,24,1
7,3,59,23,1
8,4,50,26,1
8.5,5,48,25,1
8,5,53.5,18,1
8,5,53,19.5,0
8.5,4.5,45,27.5,1
9,5.5,41.5,24,1
9.5,6.5,41.5,22,1
8,4,49.5,26,1
7,3,59,26,1
6,2,66,22,1
6,3,66,19,0
5,1,70,21,0
5,1,73,20,0
5,1,76,19,0
5,1,76,19.5,0
4,0.5,81,16,0
4,1,81,13,0
4,1,81,14,0
4,1,78,14,0
3.5,-0.5,78,16,0
4,0.5,75,17,1
5.5,2.5,71,16,1
7,4,61,15,1
7.5,4.5,57,19,1
8,5,48,19.5,0
9.5,7,43,18.5,1
10,9,36,8,1
10.5,9.5,36,10,1
10.5,10,36,6.5,1
10.5,9.5,34.5,14,1
8,5,53.5,18.5,1
9,8,44.5,7.5,1
8.5,7,49.5,9,1
5.5,3,73,14,1
5.5,3.5,78.5,9,0
4.5,1.5,84,11,0
4,3,87,6,0
5,4.5,81,5,0
5,4.5,84,3,0
5,3,87,9,0
4.5,2.5,87,8,0
3.5,0.5,87,10,0
3,1,93,7.5,0
3,0,93,12,0
4.5,2,84,10,1
5.5,3,68.5,12,1
7.5,4.5,61.5,16,1
8,5,53,15,1
9.5,7,41.5,17,1
10.5,9.5,37.5,17,1
11,11,38,18.5,1
11.5,11.5,34,23,1
12,12,34,24,1
11.5,11.5,44,23,1
11,11,48.5,28,1
10.5,9,54,26,1
10.5,9,56,25,1
10,7,60,27,1
10,7,64.5,24,0
9,6,76,24,0
9,6,73.5,23,0
8,4.5,82,24,0
7.5,4,79,24,0
7,3.5,76,22,0
7,3,78.5,22,0
7,3,68.5,25,0
6,2,71,21,0
6,2,66,25,0
6.5,2.5,61,25,1
7.5,3.5,61.5,28,1
8.5,4.5,53.5,31.5,1
9.5,6,50.5,29,1
10.5,8.5,45,33,1
9.5,7,56.5,34,1
9.5,6.5,60,28,1
9.5,6.5,56,21.5,0
9,5,64,30.5,1
10,8.5,58,23,1
11,11,45.5,29,1
11,11,45.5,27.5,1
10,7.5,46.5,20.5,1
10,7.5,52.5,20.5,1
9,6.5,56,16.5,0
8.5,7,55.5,10,0
8,6,62,11,0
10,7,69,22,0
10,7.5,67,20.5,0
9,7,71,15,0
8.5,6.5,73.5,14,0
8,6,76,12,0
7,5,81,13,0
8,5.5,76,14,0
9,6.5,66,17,1
10,8,62,15,1
11,11,54,10,1
12.5,12.5,45.5,15,1
13.5,13.5,42.5,14,1
14.5,14.5,37.5,17,1
14.5,14.5,39,18,1
14.5,14.5,36,20.5,1
14,14,39,18.5,1
15,15,36.5,18.5,1
15,15,39,17,1
14,14,42.5,15,1
14,14,44,13,1
13,13,47,9,1
13,13,49,6.5,0
12,12,54,7,0
11,11,58,10,0
11,11,60,12,0
10,8.5,64.5,10,0
9.5,8,69,9,0
9,8,68.5,9,0
8,6.5,71,7.5,0
8,7,71,6,0
8.5,8.5,68.5,2,0
11,11,62,0,1
12.5,12.5,56.5,6.5,1
14.5,14.5,46.5,8,1
15.5,15.5,40.5,14,1
16,16,40.5,15,1
17,17,39,17.5,1
17,17,40.5,18,1
18,18,37,16,1
17,17,38,17,1
17.5,17.5,39.5,13,1
17,17,38,17,1
16.5,16.5,26,17.5,1
15.5,15.5,28,12,1
14.5,14.5,23,11,1
13,13,27,11,1
11.5,11.5,29,9,0
10.5,10.5,42.5,7.5,0
11,11,50,5,0
10,9,56,9,0
9.5,8.5,64,8,0
9,8,73.5,7,0
8,7,79,6.5,0
8.5,8,79,5,0
9.5,9,73.5,6,0
11.5,11.5,65,8,1
15,15,50,10,1
17,17,42,14,1
17.5,17.5,38,16,1
18,18,35.5,16,1
19,19,32,18,1
20,20,29,17.5,1
20,20,31.5,19.5,1
18.5,18.5,31,24,1
18.5,18.5,36,25,1
17.5,17.5,38,25,1
15.5,15.5,42,25,1
14,14,44,22,1
14,14,48,15,1
13,13,57,14,1
12.5,12.5,63,16,0
12,12,67,16,0
11.5,11.5,72,11,0
11,11,72,7.5,0
10.5,10.5,74,6,0
9.5,9,79,6,0
9,8.5,79,5,0
9,8.5,79,5,0
9.5,8.5,76,6.5,0
10.5,10,76.5,9,1
12.5,12.5,74.5,10,1
15.5,15.5,65.5,9,1
17,17,59,11,1
18.5,18.5,52.5,15,1
20,20,46,18.5,1
20,20,44.5,21.5,1
21,21,41.5,20,1
21,21,40.5,21,1
21,21,43,22,1
20,20,44.5,23,1
18.5,18.5,52.5,22,1
17.5,17.5,55.5,20.5,1
16,16,63,15,1
14.5,14.5,70,15,1
14,14,72,11,1
14,14,74.5,11,0
16,16,63,13,0
16,16,63,16,0
14.5,14.5,70,17,0
14.5,14.5,70,14,0
14,14,72,6.5,0
14,14,74.5,10,0
14.5,14.5,74.5,5.5,0
15.5,15.5,74.5,8.5,1
17.5,17.5,66,15,1
19.5,19.5,58,19,1
20.5,20.5,51.5,22,1
22,21.5,48.5,19.5,1
23,23,44,19.5,1
23,23,44,27,1
22,21,45.5,27,1
22,22,50,26,1
21,21,53,22,1
18,18,70.5,22,1
17,17,75,15,1
16.5,16.5,78,16,1
16,16,83,13,1
16,16,83,12,0
16,16,83,11,0
16,16,83,11,0
16,16,83,9,0
16,16,83,10,0
16,16,85.5,10,0
16,16,88,16,0
16,16,88,11,0
15,15,91,14,0
15,15,94,14,0
15,15,94,13,1
15,15,94,15,1
15,15,97,16,1
16,16,94,17.5,0
16,16,94,21,0
17,17,88,20,0
16,16,94,21,0
16,16,94,20,0
16.5,16.5,91,19,0
16,16,94,16,1
16.5,16.5,91,19.5,1
17,17,88,16,1
16,16,94,17,1
16,16,91,13,1
16,16,88,11,0
15,15,94,11,0
15,15,94,9,0
15,15,94,6.5,0
15,15,94,5,0
15,15,94,5,0
15,15,94,8,0
15,15,94,10,0
15,15,94,13,0
15,15,94,12,0
14.5,14.5,97,12,1
15,15,94,12,1
15,15,100,10,1
15.5,15.5,97,9,0
15.5,15.5,97,7.5,0
17.5,17.5,88,13,1
17.5,17.5,85.5,14,1
18,18,85.5,7.5,0
18.5,18.5,80.5,7,1
17.5,17.5,91,7.5,1
18.5,18.5,83,14,1
18,18,83,15.5,1
17.5,17.5,83,18.5,1
16.5,16.5,91,16,1
16,16,88,7,1
15,15,94,4,0
15,15,97,5,0
15,15,94,5.5,0
15,15,97,11,0
15,15,94,6.5,0
14.5,14.5,91,10,0
13.5,13.5,94,10,0
12.5,12.5,91,8,0
12.5,12.5,91,7,0
13.5,13.5,85,12,1
15.5,15.5,74.5,16,1
16,16,72,15,1
18,18,70.5,14,1
20.5,20.5,58.5,20,1
21.5,21.5,55,17,1
22.5,22.5,48.5,24.5,1
22.5,22,44,22,1
23,23,48.5,23,1
22.5,22.5,47,26,1
22.5,22,44,26,1
21.5,21,48.5,19.5,1
21.5,21,47,20,1
20,20,56,19,1
18,18,68,20,1
15,15,74.5,14,0
13,13,82,10,0
13,13,82,11,0
13,13,82,14,0
13,13,82,14,0
13,13,82,13,0
12,12,88,13,0
12,12,88,18,0
12,12,85,15,0
12,12,82,19.5,1
13,13,79.5,16,1
14.5,14.5,74.5,17,1
15.5,15.5,70,18.5,1
16.5,16.5,66,19.5,1
17,17,66,20.5,1
17,17,66,21,1
17,17,64,21,1
16.5,16.5,63.5,22,1
15.5,15.5,63,22,1
13.5,13.5,69.5,23,1
12.5,12.5,72,21,1
11.5,11.5,69.5,21,1
11,11,69.5,20.5,1
10,7,71,21,0
10,7,71,20,0
10,7.5,69,17.5,0
11,11,79.5,14,0
11,11,77,11,0
11,11,77,6.5,0
11,11,77,6,0
11,11,79.5,6,0
10,9,88,9,0
10.5,10,85,7,0
11.5,11.5,79.5,6,1
12.5,12.5,74.5,6.5,1
14,14,67,8,1
14.5,14.5,63,6,1
15,15,61,6,1
16,16,53.5,7,1
16.5,16.5,50.5,6,1
18.5,18.5,41.5,12,1
17.5,17.5,42.5,11,1
18.5,18.5,41.5,17,1
17,17,45,17,1
17,17,42,19.5,1
16.5,16.5,46.5,13,1
16,16,52,9,1
15.5,15.5,51.5,4,1
14,14,59,6,0
14,14,59,2,0
13,13,63,10,0
13,13,69.5,11,0
12,12,79.5,11,0
12,12,82,9,0
10.5,10.5,76.5,7.5,0
11,11,72,5.5,0
11,11,69.5,7,1
12,12,63,9,1
13.5,13.5,59,8,1
15,15,55,14,1
15.5,15.5,53.5,16,1
17.5,17.5,49,18,1
17.5,17.5,47.5,17.5,1
17.5,17.5,47.5,20.5,1
17.5,17.5,49,20,1
17,17,45,22,1
17.5,17.5,44,18,1
17,17,54,20,1
